trial_id,nct_id,brief_title,official_title,phase,phase_clean,phase_int,recruitment_status,status_clean,outcome,outcome_binary,start_date_dt,completion_date_dt,primary_completion_date_dt,start_year,trial_duration_days,duration_bucket,enrollment_n,enrollment_type,n_drugs,therapy_type,is_combination,indication_group,tech_group,flag_no_dates,flag_zero_enroll,flag_no_phase
61690,NCT06669572,Lenvatinib and Pembrolizumab to Treat Patients With Anal or Rectum Cancer That Has Gotten Worse After Initial Treatment,"A Phase II, Multi-center, Single Arm Trial of Lenvatinib Plus Pembrolizumab in Patients With Unresectable Locally Advanced and/or Metastatic Anorectal Squamous Cell Carcinoma (ASCC) After Progression on First Line Chemotherapy.",PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2026-01-13,2029-03-26,2029-03-26,2026,1168.0,> 3 Years,35,ESTIMATED,2,Combination,True,Colorectal Cancer,Monoclonal Antibody,False,False,False
63117,NCT06883552,"An Open-label, Single-arm Clinical Study of Stapokibart Injection in Combination with Tislelizumab Injection in Patients with Non-Small Cell Lung Cancer","An Open-label, Single-arm Clinical Study of Stapokibart Injection in Combination with Tislelizumab Injection in Patients with Non-Small Cell Lung Cancer",PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-10-01,2026-10-01,2026-10-01,2025,365.0,< 1 Year,21,ESTIMATED,1,Monotherapy,False,NSCLC,Monoclonal Antibody,False,False,False
56177,NCT06366490,Safety and Immunogenicity of Innocell Autologous Cellular Immunotherapy in Recurrent Epithelial Ovarian Cancer,Phase 1 Study to Assess the Safety and Immunogenicity of Innocell Autologous Cellular Immunotherapy Administered in Patients with Recurrent Epithelial Ovarian Cancer,PHASE1,Phase 1,1.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-06-30,2026-06-30,2025-12-30,2025,365.0,< 1 Year,8,ESTIMATED,1,Monotherapy,False,Ovarian Cancer,Vaccine,False,False,False
62820,NCT06835387,Study of NALIRIFOX in Advanced Unresectable Small Bowel Tumors,Phase II Study of NALIRIFOX (Nanoliposomal Irinotecan + Oxaliplatin With Fluorouracil and Folinic Acid) in Advanced Unresectable Small Bowel Tumors,PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2025-05-31,2028-08-31,2027-08-31,2025,1188.0,> 3 Years,36,ESTIMATED,6,Combination,True,Colorectal Cancer,Small Molecule,False,False,False
63206,NCT06896188,"9-ING-41 Combined with Retifanlimab, Plus Modified FOLFIRINOX for Patients with Advanced Pancreatic Adenocarcinoma (RiLEY)","A Phase Ib Study of 9-ING-41 (elraglusib), a Glycogen Synthase Kinase 3-beta (GSK-3Î²) Inhibitor, Combined with Retifanlimab, a PD-1 Inhibitor, Plus Modified FOLFIRINOX As Frontline Therapy for Patients with Advanced Pancreatic Adenocarcinoma (RiLEY)",PHASE1,Phase 1,1.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-05-31,2028-12-31,2027-05-31,2025,1310.0,> 3 Years,12,ESTIMATED,6,Combination,True,Pancreatic Cancer,Monoclonal Antibody,False,False,False
62724,NCT06822972,HCMT/MM2401: Ph2 Study of Selinexor + Bispecific Antibody for RRMM,A Phase II Safety and Efficacy Study of Selinexor in Combination With Bispecific Antibody in Patients With Relapsed/Refractory Multiple Myeloma,PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-05-01,2027-12-31,2026-04-30,2025,974.0,2–3 Years,27,ESTIMATED,1,Monotherapy,False,Multiple Myeloma,Small Molecule,False,False,False
63277,NCT06906562,A Phase II Telemedicine Study of Pemigatinib in Adult Patients With Advanced or Metastatic Pancreas Cancer With FGFR Genetic Alterations,A Phase II Telemedicine Study of Pemigatinib in Adult Patients With Advanced or Metastatic Pancreas Cancer With FGFR2 Gene Fusions or Other FGFR Genetic Alterations,PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-05-01,2026-12-31,2026-12-31,2025,609.0,1–2 Years,40,ESTIMATED,3,Combination,True,Pancreatic Cancer,Small Molecule,False,False,False
55910,NCT06328036,Testing the Combination of Anti-cancer Drugs Tiragolumab and Atezolizumab to Improve Outcomes for Patients With Recurrent Glioblastoma,Phase 2 and Biomarker Trial of Anti-TIGIT and Anti-PDL1 in Patients With Recurrent Glioblastoma,PHASE2,Phase 2,2.0,WITHDRAWN,Withdrawn,Negative,0.0,2025-04-30,2025-07-01,2025-07-01,2025,62.0,< 1 Year,0,ACTUAL,5,Combination,True,Other,Monoclonal Antibody,False,True,False
54225,NCT06066138,A Study of Therapeutic Drug Monitoring-Based Atezolizumab Dosing,A Feasibility Multicenter Phase I Study of Therapeutic Drug Monitoring-Based Atezolizumab Dosing,PHASE1,Phase 1,1.0,RECRUITING,Recruiting,Censored,,2025-04-10,2027-01-31,2026-01-31,2025,661.0,1–2 Years,40,ESTIMATED,1,Monotherapy,False,NSCLC,Monoclonal Antibody,False,False,False
63290,NCT06908031,SCRT + mFOLFOX6 + PD-1 Antibody + Targeted Therapy for HIgh-Risk pMMR/MSS Rectal Cancer,"Short-Course Radiotherapy Combined With mFOLFOX6, PD-1 Antibody and Cetuximab (for RAS/BRAF Wild-Type)/Bevacizumab (for RAS/BRAF Mutant) in High-Risk pMMR/MSS Rectal Adenocarcinoma: a Prospective, Multicenter Phase II Study",PHASE3,Phase 3,3.0,RECRUITING,Recruiting,Censored,,2025-04-02,2027-04-01,2027-04-01,2025,729.0,1–2 Years,49,ESTIMATED,6,Combination,True,Other,Monoclonal Antibody,False,False,False
63319,NCT06912152,MT027 in Patients With Advanced Peritoneal Malignancies or Abdominal Metastatic Solid Tumors,"Phase I Dose-Escalation Study of MT027: Evaluating Tolerability, Safety, Pharmacokinetics, and Preliminary Efficacy in Patients With Advanced Peritoneal Malignancies or Abdominal Metastatic Solid Tumors",PHASE1,Phase 1,1.0,RECRUITING,Recruiting,Censored,,2025-04-02,2028-12-31,2028-10-31,2025,1369.0,> 3 Years,12,ESTIMATED,3,Combination,True,Other,Small Molecule,False,False,False
53135,NCT05903833,"Pembrolizumab in Combination With Lenvatinib in Pts With Recurrent, Persistent, Metastatic or Locally Advanced Vulvar Cancer Not Amenable to Curative Surgery or Radiotherapy","Pembrolizumab in Combination With Lenvatinib in Pts With Recurrent, Persistent, Metastatic or Locally Advanced Vulvar Cancer Not Amenable to Curative Surgery or Radiotherapy (A Multicenter, Single-arm Phase II, Open-label Study of the AGO Study Group)",PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-04-01,2029-10-30,2027-10-30,2025,1673.0,> 3 Years,42,ESTIMATED,2,Combination,True,Other,Monoclonal Antibody,False,False,False
56156,NCT06364267,Low Dose Exemestane Vs Low Dose Tamoxifen in Post-menopausal Women At High Risk for Breast Cancer.,Randomized Double Blind Phase II Trial of Baby Exemestane Vs Baby Tamoxifen in Post-menopausal Women At High Risk for Breast Cancer.,PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-04-01,2027-01-31,2027-01-31,2025,670.0,1–2 Years,140,ESTIMATED,2,Combination,True,Breast Cancer,Small Molecule,False,False,False
57195,NCT06508931,Safety and Efficacy Study of Zamtocabtagene Autoleucel (MB-CART2019.1) in Pediatric Patients With Relapsed or Refractory B-Cell Neoplasms,"A Single-arm, Multi-center, Open-label Phase II Study to Determine the Safety and Efficacy of MB-CART2019.1 in Pediatric Subjects With Relapsed/Refractory (r/r) Mature B-cell Neoplasms Who Have Relapsed After One or More Prior Therapies, Including Subjects With Primary Refractory Disease",PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-04-01,2029-10-01,2029-09-29,2025,1644.0,> 3 Years,31,ESTIMATED,1,Monotherapy,False,Hematologic Malignancies,CAR-T,False,False,False
57250,NCT06517017,"Use of Isatuximab, Dexamethasone and Lenalidomide in a Go-Slow Fashion for Ultra-Frail Patients With Multiple Myeloma","Use of Isatuximab, Dexamethasone and Lenalidomide in a Go-Slow Fashion for Ultra-Frail Patients With Multiple Myeloma: A Phase 2 Multicenter Study",PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-03-31,2027-11-30,2026-11-30,2025,974.0,2–3 Years,40,ESTIMATED,3,Combination,True,Multiple Myeloma,Monoclonal Antibody,False,False,False
63142,NCT06887803,A Study of Roginolisib in Combination with Ruxolitinib in Patients with Myelofibrosis (MF) Who Are Unresponsive to JAK Inhibitors,"A Phase I/II Open-Label, Multi-centre Study to Assess the Safety and Tolerability of Roginolisib in Combination with Ruxolitinib in Patients with Myelofibrosis (MF) Who Are Unresponsive to JAK Inhibitors (HEMA-MED)",PHASE1/PHASE2,Phase 1/2,1.5,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-03-31,2028-07-31,2028-03-31,2025,1218.0,> 3 Years,26,ESTIMATED,2,Combination,True,Other,Small Molecule,False,False,False
63111,NCT06882746,"A Study to Test Different Doses of BI 765049 in People With Advanced Cancer of the Colon, Rectum, Stomach, or Pancreas","A Phase I, Open-label, Non-randomised, Multi-center Dose Escalation Trial of BI 765049 Administered by Parenteral Route in Patients With Advanced, Unresectable, and/or Metastatic Colorectal Carcinoma (CRC), Gastric Carcinoma (GC), or Pancreatic Ductal Adenocarcinoma (PDAC) to Determine the MTD and the RP2D and to Determine the Dosing Regimen for Further Development of BI 765049",PHASE1,Phase 1,1.0,RECRUITING,Recruiting,Censored,,2025-03-28,2027-05-12,2026-12-11,2025,775.0,2–3 Years,100,ESTIMATED,1,Monotherapy,False,Colorectal Cancer,Bispecific Antibody,False,False,False
61771,NCT06682637,Melflufen for Elderly Patients With Relapsed Myeloma,Melflufen for Elderly Myeloma Patients in Second or Subsequent Relapse,PHASE2,Phase 2,2.0,WITHDRAWN,Withdrawn,Negative,0.0,2025-03-26,2025-03-26,2025-03-26,2025,0.0,< 1 Year,0,ACTUAL,2,Combination,True,Multiple Myeloma,Small Molecule,False,True,False
63329,NCT06914128,A First-in-human Study to Learn How Safe BAY 3713372 is and How it Works in Participants With MTAP-deleted Solid Tumors,"A First-in-human Study to Evaluate the Safety, Tolerability and Pharmacokinetics, Pharmacodynamics and Preliminary Clinical Activity of BAY 3713372, a Novel 2nd Generation PRMT5 Inhibitor, in Participants With MTAP-deleted Solid Tumors.",PHASE1,Phase 1,1.0,RECRUITING,Recruiting,Censored,,2025-03-21,2029-06-17,2029-06-17,2025,1549.0,> 3 Years,70,ESTIMATED,1,Monotherapy,False,Solid Tumors (NOS),Small Molecule,False,False,False
62073,NCT06728072,Addition of Antibiotics to Upfront Treatment Regimen for Colorectal Cancer,"Pilot Study Evaluating Microbiome Modulation Therapy (MBMT) With Ciprofloxacin, Metronidazole, and Aspirin in Addition to Standard of Care Chemotherapy in Patients Undergoing First-Line Therapy for Metastatic Colorectal Cancer",PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2025-03-07,2035-07-01,2035-07-01,2025,3768.0,> 3 Years,97,ESTIMATED,3,Combination,True,Colorectal Cancer,Small Molecule,False,False,False
56535,NCT06417190,Bladder Preservation for Patients with Muscle Invasive Bladder Cancer (MIBC) with Variant Histology,IIT2023-13-BALLAS-VHTMT: Bladder Preservation for Patients with Muscle Invasive Bladder Cancer (MIBC) with Variant Histology,PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2025-03-01,2030-09-30,2030-09-30,2025,2039.0,> 3 Years,20,ESTIMATED,0,Monotherapy,False,Other,Other,False,False,False
62816,NCT06834672,"Study of IBI354 Versus Investigator's Choice of Chemotherapy in Patients With Platinum-resistant Ovarian, Primary Peritoneal, or Fallopian Tube Cancer","A Multicenter, Randomized, Open-label Phase III Study of IBI354 Versus Investigator's Choice of Chemotherapy in Patients With Platinum-resistant Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",PHASE3,Phase 3,3.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-02-28,2029-11-28,2027-12-28,2025,1734.0,> 3 Years,450,ESTIMATED,4,Combination,True,Ovarian Cancer,ADC,False,False,False
62949,NCT06856200,A Study of Sirolimus (Albumin-Bound) in Combination With Palbociclib and Fulvestrant for the Treatment of Advanced Breast Cancer,"An Investigator-initiated Study to Evaluate the Safety, Tolerability, and Preliminary Efficacy of Sirolimusï¼ˆAlbumin-boundï¼‰in Combination With Palbociclib and Fulvestrant in Patients With Advanced HR- Positive, HER2- Negative Breast Cancer",,Unknown,,RECRUITING,Recruiting,Censored,,2025-02-28,2026-06-30,2025-10-31,2025,487.0,1–2 Years,36,ESTIMATED,3,Combination,True,Other,Small Molecule,False,False,True
60900,NCT06560879,Effectiveness of Probiotics for the Prevention of Gastrointestinal Toxicity in Children with Leukemia,Effectiveness of Probiotics for the Prevention of Gastrointestinal Toxicity and Changes in Gut Microbiota in Children with Acute Lymphoblastic Leukemia,PHASE2,Phase 2,2.0,ENROLLING_BY_INVITATION,Recruiting,Censored,,2025-02-01,2026-08-31,2025-12-31,2025,576.0,1–2 Years,120,ESTIMATED,3,Combination,True,NSCLC,Other,False,False,False
62610,NCT06801730,Irinotecan Liposomes Combined With Bevacizumab in the Treatment of Recurrent Glioma,Exploratory Study of Irinotecan Liposomes Combined With Bevacizumab in the Treatment of Progressive or Recurrent Glioma,PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2025-01-08,2026-12-15,2026-12-15,2025,706.0,1–2 Years,38,ESTIMATED,2,Combination,True,Other,Monoclonal Antibody,False,False,False
62916,NCT06851247,GAPP Induction and Concurrent Chemoradiotherapy Followed by Toripalimab Maintenance for Nasopharyngeal Carcinoma.,"Toripalimab Plus Anlotinib Combined with GP Induction Chemotherapy and Concurrent Chemoradiotherapy Followed by Toripalimab Maintenance Therapy for High-risk, Locally Advanced Nasopharyngeal Carcinomaï¼šA Single-arm, Phase II Clinical Trial",PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2025-01-03,2027-06-30,2027-06-30,2025,908.0,2–3 Years,47,ESTIMATED,5,Combination,True,Other,Monoclonal Antibody,False,False,False
56076,NCT06352866,Siltuximab for Cytokine Release Syndrome Prophylaxis Prior to tx w/ Teclistamab in RRMM,Phase II Trial of Siltuximab for Cytokine Release Syndrome Prophylaxis Prior to Treatment With Teclistamab in Relapsed or Refractory Multiple Myeloma (RRMM),PHASE2,Phase 2,2.0,WITHDRAWN,Withdrawn,Negative,0.0,2025-01-01,2025-12-01,2025-04-01,2025,334.0,< 1 Year,0,ACTUAL,2,Combination,True,Multiple Myeloma,Monoclonal Antibody,False,True,False
62186,NCT06744894,SIL as Maintenance Therapy in Multiple Myeloma,Selinexor Combined With Ixazomib and Lenalidomide as Maintenance Therapy in Patients With Multiple Myeloma,PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-01-01,2030-01-01,2028-01-01,2025,1826.0,> 3 Years,50,ESTIMATED,3,Combination,True,Multiple Myeloma,Small Molecule,False,False,False
62408,NCT06772428,Nano-crystalline Megestrol Acetate for Adjuvant Treatment in High-risk Head and Neck Squamous Cell Carcinoma After Surgery.,"A Prospective, Randomized, Parallel-controlled Clinical Study of Nano-crystalline Megestrol Acetate Combined With Standard Treatment Versus Standard Treatment Alone for Adjuvant Therapy in Patients With High-risk Factor Squamous Cell Carcinoma of the Head and Neck After Surgery.",PHASE3,Phase 3,3.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2025-01-01,2027-12-31,2027-06-30,2025,1094.0,2–3 Years,96,ESTIMATED,3,Combination,True,Head & Neck Cancer,Other,False,False,False
62032,NCT06720324,CD7-specific CAR-T Cell in the Treatment of CD7-positive Relapsed/Refractory Hematologic Tumors,An Open-label Clinical Study on the Efficacy and Safety of CD7-specific CAR-T Cell Injection in the Treatment of CD7-positive Relapsed/Refractory Hematologic Tumors,PHASE1/PHASE2,Phase 1/2,1.5,RECRUITING,Recruiting,Censored,,2024-12-31,2027-12-31,2027-12-31,2024,1095.0,2–3 Years,80,ESTIMATED,3,Combination,True,Hematologic Malignancies,Small Molecule,False,False,False
62128,NCT06735131,The Optimal Radioimmunotherapy Combinations for Advanced TNBC,"A Prospective, Multicenter Clinical Trial Exploring the Optimal Combination Strategies of Radiotherapy and Immunotherapy for Advanced Triple-Negative Breast Cancer",PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2024-12-31,2027-01-31,2026-07-31,2024,761.0,2–3 Years,60,ESTIMATED,6,Combination,True,Other,Monoclonal Antibody,False,False,False
62094,NCT06730932,"A Prospectiveï¼ŒSingle Arm, Multicenter Clinical Study of BTLA Monoclonal Antibody JS004 (B/T Lymphocyte Attenuator Factor Monoclonal Antibody) in Combination With Toripalimab in Patients With Unresectable or Advanced Renal Cell Carcinoma Who Had Failed Previous Immunotherapy","A Prospectiveï¼ŒSingle Arm, Multicenter Clinical Study of BTLA Monoclonal Antibody JS004 (B/T Lymphocyte Attenuator Factor Monoclonal Antibody) in Combination With Toripalimab in Patients With Unresectable or Advanced Renal Cell Carcinoma Who Had Failed Previous Immunotherapy",PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2024-12-30,2026-12-30,2026-03-30,2024,730.0,1–2 Years,31,ESTIMATED,2,Combination,True,Other,Monoclonal Antibody,False,False,False
61674,NCT06667908,A Study of JNJ-90301900 in Combination With Chemoradiation Followed by Consolidation Immunotherapy for Non-Small Cell Lung Cancer (NSCLC),"A Phase 2, Randomized, Open-Label, Active-Controlled Study of JNJ-90301900 in Combination With Chemoradiation Followed by Durvalumab in Locally Advanced and Unresectable Stage III NSCLC",PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2024-12-06,2028-12-31,2028-12-31,2024,1486.0,> 3 Years,130,ESTIMATED,5,Combination,True,NSCLC,Monoclonal Antibody,False,False,False
61889,NCT06700395,A Clinical Study of TQB2029 for Injection in Subjects With Multiple Myeloma,Phase I Clinical Study Evaluating the Tolerability and Pharmacokinetics of TQB2029 for Injection in Subjects With Multiple Myeloma,PHASE1,Phase 1,1.0,RECRUITING,Recruiting,Censored,,2024-11-28,2028-03-31,2026-03-31,2024,1219.0,> 3 Years,136,ESTIMATED,1,Monotherapy,False,Multiple Myeloma,Bispecific Antibody,False,False,False
62216,NCT06749886,An Exploratory Study of Tislelizumab in Combination with Chemotherapy in Immuno-experienced Patients with EGFR/ALK/ROS1-negative Advanced NSCLC in the Second-line Setting,An Exploratory Study of Tislelizumab in Combination with Chemotherapy in Immuno-experienced Patients with EGFR/ALK/ROS1-negative Advanced NSCLC in the Second-line Setting,PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2024-11-19,2027-06-30,2026-11-30,2024,953.0,2–3 Years,22,ESTIMATED,3,Combination,True,NSCLC,Monoclonal Antibody,False,False,False
54915,NCT06171685,MMRC Horizon One Adaptive Platform Trial Evaluating Therapies in RRMM,A Phase II Randomized Adaptive Platform Trial Evaluating Novel Therapies in Relapsed or Refractory Multiple Myeloma,PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2024-11-17,2030-07-31,2029-07-31,2024,2082.0,> 3 Years,300,ESTIMATED,2,Combination,True,Multiple Myeloma,Bispecific Antibody,False,False,False
61770,NCT06682611,Safety and Efficacy of SYHA1813 Single Agent or in Combination With Different Regimens in Unresectable Locally Advanced or Metastatic Solid Tumors.,"An, Phase Ib/II Clinical Trial to Evaluate the Safety and Efficacy of SYHA1813 Single Agent or in Combination With Different Regimens in Unresectable Locally Advanced or Metastatic Solid Tumors.",PHASE1/PHASE2,Phase 1/2,1.5,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2024-11-13,2027-11-13,2026-11-13,2024,1095.0,2–3 Years,380,ESTIMATED,9,Combination,True,Solid Tumors (NOS),Small Molecule,False,False,False
61534,NCT06647563,Neoadjuvant Toripalimab + Chemotherapy Â± Cetuximab in Locally Advanced Head and Neck Squamous Cell Carcinoma (Neo-ICT),A Randomized Controlled Study of Toripalimab Combined With Chemotherapy or With Chemotherapy/Cetuximab as Neoadjuvant Therapy for Locally Advanced Squamous Cell Carcinoma of the Head and Neck (Neo-ICT),PHASE3,Phase 3,3.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2024-11-01,2030-09-30,2029-09-30,2024,2159.0,> 3 Years,355,ESTIMATED,6,Combination,True,Head & Neck Cancer,Monoclonal Antibody,False,False,False
61716,NCT06673693,Tislelizumab Combined with SBRT for the Treatment of Head and Neck Squamous Cell Carcinoma,Neoadjuvant SBRT Sequential Tislelizumab in Locally Advanced Head and Neck Squamous Cell Carcinoma: a Single-Arm Phase II Clinical Study,PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2024-11-01,2028-12-31,2027-12-31,2024,1521.0,> 3 Years,24,ESTIMATED,2,Combination,True,Head & Neck Cancer,Monoclonal Antibody,False,False,False
55212,NCT06217536,Neoadjuvant Lurbinectedin and Preoperative Radiation for Treating Soft Tissue Sarcomas,"Phase 1b/2 Trial Using Neoadjuvant Lurbinectedin With Concurrent Preoperative Radiation in Patients With Locally Advanced Soft Tissue Sarcomas of Extremity, Trunk, and Retroperitoneum",PHASE1/PHASE2,Phase 1/2,1.5,WITHDRAWN,Withdrawn,Negative,0.0,2024-10-31,2027-10-31,2026-05-31,2024,1095.0,2–3 Years,0,ACTUAL,3,Combination,True,Other,Small Molecule,False,True,False
61283,NCT06613152,HS-IT201 Injection in the Treatment of Advanced Solid Tumors,Clinical Study on the Safety and Efficacy of HS-IT201 Injection in the Treatment of Advanced Solid Tumors,EARLY_PHASE1,Phase 1,1.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2024-10-31,2028-10-31,2026-10-31,2024,1461.0,> 3 Years,9,ESTIMATED,1,Monotherapy,False,Solid Tumors (NOS),Tumor Inflitrating Lymphocyte Therapy (TIL),False,False,False
57054,NCT06490536,The Sagittarius Trial,A Precision Medicine Trial Leveraging Blood-Based Tumor Genomics to Optimize Treatment in Operable Stage III and High-Risk Stage II Colon Cancer Patients,PHASE3,Phase 3,3.0,RECRUITING,Recruiting,Censored,,2024-10-22,2028-09-01,2026-03-01,2024,1410.0,> 3 Years,700,ESTIMATED,11,Combination,True,Other,Small Molecule,False,False,False
55495,NCT06253637,Daratumumab in VHR T-ALL Treated According to the ALL National Treatment Program,Daratumumab in Very High-Risk T-Lineage Acute Lymphoblastic Leukemia (ALL) Treated According to the ALL National Treatment Program (DARATALL-VHR),PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2024-10-17,2029-10-31,2029-10-31,2024,1840.0,> 3 Years,31,ESTIMATED,1,Monotherapy,False,Other,Monoclonal Antibody,False,False,False
61054,NCT06578286,ARX788 in HER2-positive Metastatic Breast Cancer Patients Who Were Previously Treated With T-DXd,Evaluate the Efficacy and Safety of ARX788 in Patients With HER2-positive Advanced Breast Cancer Whose Disease Has Progressed Following T-DXd Therapy,PHASE2,Phase 2,2.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2024-09-30,2030-09-30,2026-09-30,2024,2191.0,> 3 Years,44,ESTIMATED,1,Monotherapy,False,Breast Cancer,ADC,False,False,False
57266,NCT06519370,"FDA018-ADC Vs Investigator's Choice Chemotherapy to Treat Locally Advanced, Recurrent or Metastatic Triple-negative Breast Cancer","A Phase 3, Open-label, Randomised Study of FDA018-ADC Versus Investigator's Choice of Chemotherapy in Patients Who Recurred During or After Taxane Therapy in Locally Advanced or Metastatic Triple-negative Breast Cancer",PHASE3,Phase 3,3.0,RECRUITING,Recruiting,Censored,,2024-08-09,2027-06-20,2026-08-18,2024,1045.0,2–3 Years,350,ESTIMATED,5,Combination,True,Other,ADC,False,False,False
55552,NCT06261814,Contrast Enhanced Ultrasound to Evaluate Response to Chemoembolization in Patients With Liver Tumors,2D and 3D Contrast Enhanced Ultrasound of Chemoembolization,PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2024-08-07,2028-01-01,2027-07-01,2024,1242.0,> 3 Years,266,ESTIMATED,3,Combination,True,Other,Other,False,False,False
56528,NCT06416410,JAB-21822 Combined With JAB-3312 Compared SOC in the First Line for Treatment of Advanced Non-small Cell Lung Cancer With KRAS p.G12C Mutation,"An Open-label, Randomized, Positive Control, Multicenter Phase III Clinical Study. Evaluating JAB-21822 Combined With JAB-3312 Compared Tislelizumab Combined With Pemetrexed + Carboplatin in the First Line for Treatment of Advanced Non-squamous Non-small Cell Lung Cancer With KRAS p.G12C Mutation",PHASE3,Phase 3,3.0,RECRUITING,Recruiting,Censored,,2024-08-07,2027-02-28,2026-09-30,2024,935.0,2–3 Years,392,ESTIMATED,5,Combination,True,Other,Small Molecule,False,False,False
60818,NCT06549595,A Study of AZD0486 Plus Rituximab in Previously Untreated Follicular Lymphoma Patients,"A Phase III, Multicentre, Randomised, Open-label Study to Compare the Efficacy and Safety of AZD0486 Plus Rituximab Versus Chemotherapy Plus Rituximab in Previously Untreated Participants With Follicular Lymphoma (SOUNDTRACK-F1)",PHASE3,Phase 3,3.0,RECRUITING,Recruiting,Censored,,2024-08-07,2035-02-28,2031-04-15,2024,3857.0,> 3 Years,1015,ESTIMATED,7,Combination,True,Lymphoma,Bispecific Antibody,False,False,False
57199,NCT06509568,Neoadjuvant ChemoRadiotherapy Followed by Immunotherapy and Surgery for Resectable Esophageal Squamous Cell Carcinomaï¼ˆCRIS-2 Trialï¼‰,"Comparison of Neoadjuvant Chemoradiotherapy Followed by Immunotherapy With Neoadjuvant Chemoimmunotherapy in the Treatment for Resectable Locally Advanced Esophageal Squamous Cell Carcinoma: A Multi-center, Phase II Randomized Clinical Study",PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2024-08-01,2026-08-01,2025-08-01,2024,730.0,1–2 Years,92,ESTIMATED,7,Combination,True,Other,Small Molecule,False,False,False
54300,NCT06080165,Sirolimus for Improving Social Abilities in People With PTEN Germline Mutations,A Randomized Controlled Double-Blind Trial of Sirolimus for Improving Social Abilities in People With PTEN Germline Mutations,PHASE1/PHASE2,Phase 1/2,1.5,WITHDRAWN,Withdrawn,Negative,0.0,2024-07-31,2028-06-30,2028-06-30,2024,1430.0,> 3 Years,0,ACTUAL,2,Combination,True,Other,Small Molecule,False,True,False
60676,NCT06525948,Efficacy and Safety of rhTPO in Combination With Cyclosporine Versus Cyclosporine Alone in the Treatment of TD-NSAA,Efficacy and Safety of rhTPO in Combination With Cyclosporine Versus Cyclosporine Alone in the Treatment of Transfusion-dependent Non-severe Aplastic Anaemia (TD-NSAA),PHASE4,Phase 4,4.0,NOT_YET_RECRUITING,Not Yet Recruiting,Censored,,2024-07-30,2025-12-30,2025-06-30,2024,518.0,1–2 Years,54,ESTIMATED,2,Combination,True,Other,Small Molecule,False,False,False
56722,NCT06444412,An Investigational Scan (Ga-68 PSMA-11 PET/CT) for Detection of Disease Recurrence or Progression in Patients with Glioma,GA-68 PSMA-11 PET to Evaluate Malignant Glioma Recurrence - a Pilot Study,PHASE2,Phase 2,2.0,RECRUITING,Recruiting,Censored,,2024-07-26,2026-04-30,2026-04-30,2024,643.0,1–2 Years,25,ESTIMATED,3,Combination,True,Other,Radiopharmaceutical,False,False,False
